"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_encoder.0.norm.weight_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_encoder.0.norm.weight_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Generator_encoder.0.norm.weight_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_encoder.0.norm.weight_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_encoder.0.norm.weight_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Generator_encoder.0.norm.weight_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Generator_encoder.0.norm.weight_norm","29/04 10:06:37 Standard (weights)1 - Generator_encoder.0.norm.weight_norm__MIN","29/04 10:06:37 Standard (weights)1 - Generator_encoder.0.norm.weight_norm__MAX"
"753","","","","","","","2471","2471","2471","5.231998443603516","5.231998443603516","5.231998443603516","","","","","",""
"754","","","","","","","2479","2479","2479","5.231919288635254","5.231919288635254","5.231919288635254","","","","","",""
"755","","","","","","","2487","2487","2487","5.231741905212402","5.231741905212402","5.231741905212402","","","","","",""
"756","","","","","","","2489","2489","2489","5.231685638427734","5.231685638427734","5.231685638427734","","","","","",""
"757","","","","","","","2497","2497","2497","5.231550693511963","5.231550693511963","5.231550693511963","","","","","",""
"758","","","","","","","2499","2499","2499","5.231433391571045","5.231433391571045","5.231433391571045","","","","","",""
"759","","","","","","","2501","2501","2501","5.231318950653076","5.231318950653076","5.231318950653076","","","","","",""
"760","","","","","","","2509","2509","2509","5.23118257522583","5.23118257522583","5.23118257522583","","","","","",""
"761","","","","","","","2511","2511","2511","5.23105525970459","5.23105525970459","5.23105525970459","","","","","",""
"762","","","","","","","2519","2519","2519","5.230914115905762","5.230914115905762","5.230914115905762","","","","","",""
"763","","","","","","","2527","2527","2527","5.2308759689331055","5.2308759689331055","5.2308759689331055","","","","","",""
"764","","","","","","","2529","2529","2529","5.230740070343018","5.230740070343018","5.230740070343018","","","","","",""
"765","","","","","","","2537","2537","2537","5.230581283569336","5.230581283569336","5.230581283569336","","","","","",""
"766","","","","","","","2539","2539","2539","5.230456829071045","5.230456829071045","5.230456829071045","","","","","",""
"767","","","","","","","2547","2547","2547","5.23043966293335","5.23043966293335","5.23043966293335","","","","","",""
"768","","","","","","","2549","2549","2549","5.230235576629639","5.230235576629639","5.230235576629639","","","","","",""
"769","","","","","","","2557","2557","2557","5.2301177978515625","5.2301177978515625","5.2301177978515625","","","","","",""
"770","","","","","","","2559","2559","2559","5.2300028800964355","5.2300028800964355","5.2300028800964355","","","","","",""
"771","","","","","","","2567","2567","2567","5.229891300201416","5.229891300201416","5.229891300201416","","","","","",""
"772","","","","","","","2569","2569","2569","5.229759216308594","5.229759216308594","5.229759216308594","","","","","",""
"773","","","","","","","2571","2571","2571","5.229602813720703","5.229602813720703","5.229602813720703","","","","","",""
"774","","","","","","","2579","2579","2579","5.22951602935791","5.22951602935791","5.22951602935791","","","","","",""
"775","","","","","","","2581","2581","2581","5.229331016540527","5.229331016540527","5.229331016540527","","","","","",""
"776","","","","","","","2583","2583","2583","5.229198455810547","5.229198455810547","5.229198455810547","","","","","",""
"777","","","","","","","2591","2591","2591","5.229052543640137","5.229052543640137","5.229052543640137","","","","","",""
"778","","","","","","","2593","2593","2593","5.228922367095947","5.228922367095947","5.228922367095947","","","","","",""
"779","","","","","","","2595","2595","2595","5.22885799407959","5.22885799407959","5.22885799407959","","","","","",""
"780","","","","","","","2603","2603","2603","5.228723049163818","5.228723049163818","5.228723049163818","","","","","",""
"781","","","","","","","2605","2605","2605","5.228555679321289","5.228555679321289","5.228555679321289","","","","","",""
"782","","","","","","","2607","2607","2607","5.2284393310546875","5.2284393310546875","5.2284393310546875","","","","","",""
"783","","","","","","","2609","2609","2609","5.228336334228516","5.228336334228516","5.228336334228516","","","","","",""
"784","","","","","","","2617","2617","2617","5.228226184844971","5.228226184844971","5.228226184844971","","","","","",""
"785","","","","","","","2619","2619","2619","5.2280659675598145","5.2280659675598145","5.2280659675598145","","","","","",""
"786","","","","","","","2621","2621","2621","5.228013515472412","5.228013515472412","5.228013515472412","","","","","",""
"787","","","","","","","2623","2623","2623","5.227913856506348","5.227913856506348","5.227913856506348","","","","","",""
"788","","","","","","","2625","2625","2625","5.2277679443359375","5.2277679443359375","5.2277679443359375","","","","","",""
"789","","","","","","","2627","2627","2627","5.227680683135986","5.227680683135986","5.227680683135986","","","","","",""
"790","","","","","","","2629","2629","2629","5.227513313293457","5.227513313293457","5.227513313293457","","","","","",""
"791","","","","","","","2637","2637","2637","5.227360725402832","5.227360725402832","5.227360725402832","","","","","",""
"792","","","","","","","2645","2645","2645","5.227255821228027","5.227255821228027","5.227255821228027","","","","","",""
"793","","","","","","","2653","2653","2653","5.227052688598633","5.227052688598633","5.227052688598633","","","","","",""
"794","","","","","","","2655","2655","2655","5.226921558380127","5.226921558380127","5.226921558380127","","","","","",""
"795","","","","","","","2657","2657","2657","5.226738929748535","5.226738929748535","5.226738929748535","","","","","",""
"796","","","","","","","2665","2665","2665","5.226638317108154","5.226638317108154","5.226638317108154","","","","","",""
"797","","","","","","","2673","2673","2673","5.226445198059082","5.226445198059082","5.226445198059082","","","","","",""
"798","","","","","","","2675","2675","2675","5.226351261138916","5.226351261138916","5.226351261138916","","","","","",""
"799","","","","","","","2677","2677","2677","5.226225852966309","5.226225852966309","5.226225852966309","","","","","",""
"800","","","","","","","2685","2685","2685","5.226100921630859","5.226100921630859","5.226100921630859","","","","","",""
"801","","","","","","","2693","2693","2693","5.2259440422058105","5.2259440422058105","5.2259440422058105","","","","","",""
"802","","","","","","","2701","2701","2701","5.22582483291626","5.22582483291626","5.22582483291626","","","","","",""
"803","","","","","","","2709","2709","2709","5.225673675537109","5.225673675537109","5.225673675537109","","","","","",""
"804","","","","","","","2711","2711","2711","5.225488185882568","5.225488185882568","5.225488185882568","","","","","",""
"805","","","","","","","2719","2719","2719","5.225347518920898","5.225347518920898","5.225347518920898","","","","","",""
"806","","","","","","","2727","2727","2727","5.225130558013916","5.225130558013916","5.225130558013916","","","","","",""
"807","","","","","","","2729","2729","2729","5.224997043609619","5.224997043609619","5.224997043609619","","","","","",""
"808","","","","","","","2737","2737","2737","5.2248430252075195","5.2248430252075195","5.2248430252075195","","","","","",""
"809","","","","","","","2739","2739","2739","5.224752902984619","5.224752902984619","5.224752902984619","","","","","",""
"810","","","","","","","2741","2741","2741","5.224612236022949","5.224612236022949","5.224612236022949","","","","","",""
"811","","","","","","","2749","2749","2749","5.224468231201172","5.224468231201172","5.224468231201172","","","","","",""
"812","","","","","","","2757","2757","2757","5.224332332611084","5.224332332611084","5.224332332611084","","","","","",""
"813","","","","","","","2759","2759","2759","5.224218368530273","5.224218368530273","5.224218368530273","","","","","",""
"814","","","","","","","2767","2767","2767","5.224031448364258","5.224031448364258","5.224031448364258","","","","","",""
"815","","","","","","","2775","2775","2775","5.223831653594971","5.223831653594971","5.223831653594971","","","","","",""
"816","","","","","","","2783","2783","2783","5.223632335662842","5.223632335662842","5.223632335662842","","","","","",""
"817","","","","","","","2785","2785","2785","5.223504066467285","5.223504066467285","5.223504066467285","","","","","",""
"818","","","","","","","2793","2793","2793","5.223330497741699","5.223330497741699","5.223330497741699","","","","","",""
"819","","","","","","","2801","2801","2801","5.223194599151611","5.223194599151611","5.223194599151611","","","","","",""
"820","","","","","","","2809","2809","2809","5.223038196563721","5.223038196563721","5.223038196563721","","","","","",""
"821","","","","","","","2817","2817","2817","5.222752094268799","5.222752094268799","5.222752094268799","","","","","",""
"822","","","","","","","2825","2825","2825","5.222447872161865","5.222447872161865","5.222447872161865","","","","","",""
"823","","","","","","","2833","2833","2833","5.222362041473389","5.222362041473389","5.222362041473389","","","","","",""
"824","","","","","","","2835","2835","2835","5.222164154052734","5.222164154052734","5.222164154052734","","","","","",""
"825","","","","","","","2837","2837","2837","5.221927642822266","5.221927642822266","5.221927642822266","","","","","",""
"826","","","","","","","2839","2839","2839","5.221827507019043","5.221827507019043","5.221827507019043","","","","","",""
"827","","","","","","","2847","2847","2847","5.221645832061768","5.221645832061768","5.221645832061768","","","","","",""
"828","","","","","","","2855","2855","2855","5.221660614013672","5.221660614013672","5.221660614013672","","","","","",""
"829","","","","","","","2863","2863","2863","5.221439361572266","5.221439361572266","5.221439361572266","","","","","",""
"830","","","","","","","2865","2865","2865","5.221215724945068","5.221215724945068","5.221215724945068","","","","","",""
"831","","","","","","","2867","2867","2867","5.221142292022705","5.221142292022705","5.221142292022705","","","","","",""
"832","","","","","","","2869","2869","2869","5.220927715301514","5.220927715301514","5.220927715301514","","","","","",""
"833","","","","","","","2877","2877","2877","5.220717430114746","5.220717430114746","5.220717430114746","","","","","",""
"834","","","","","","","2879","2879","2879","5.220592975616455","5.220592975616455","5.220592975616455","","","","","",""
"835","","","","","","","2881","2881","2881","5.220417022705078","5.220417022705078","5.220417022705078","","","","","",""
"836","","","","","","","2883","2883","2883","5.220333099365234","5.220333099365234","5.220333099365234","","","","","",""
"837","","","","","","","2885","2885","2885","5.220229625701904","5.220229625701904","5.220229625701904","","","","","",""
"838","","","","","","","2887","2887","2887","5.220057964324951","5.220057964324951","5.220057964324951","","","","","",""
"839","","","","","","","2889","2889","2889","5.219929218292236","5.219929218292236","5.219929218292236","","","","","",""
"840","","","","","","","2891","2891","2891","5.219789505004883","5.219789505004883","5.219789505004883","","","","","",""
"841","","","","","","","2899","2899","2899","5.219602108001709","5.219602108001709","5.219602108001709","","","","","",""
"842","","","","","","","2907","2907","2907","5.219449520111084","5.219449520111084","5.219449520111084","","","","","",""
"843","","","","","","","2915","2915","2915","5.219295978546143","5.219295978546143","5.219295978546143","","","","","",""
"844","","","","","","","2917","2917","2917","5.2190961837768555","5.2190961837768555","5.2190961837768555","","","","","",""
"845","","","","","","","2919","2919","2919","5.218917369842529","5.218917369842529","5.218917369842529","","","","","",""
"846","","","","","","","2927","2927","2927","5.2187652587890625","5.2187652587890625","5.2187652587890625","","","","","",""
"847","","","","","","","2929","2929","2929","5.218640327453613","5.218640327453613","5.218640327453613","","","","","",""
"848","","","","","","","2937","2937","2937","5.218495845794678","5.218495845794678","5.218495845794678","","","","","",""
"849","","","","","","","2939","2939","2939","5.218386173248291","5.218386173248291","5.218386173248291","","","","","",""
"850","","","","","","","2941","2941","2941","5.2181806564331055","5.2181806564331055","5.2181806564331055","","","","","",""
"851","","","","","","","2943","2943","2943","5.218031883239746","5.218031883239746","5.218031883239746","","","","","",""
"852","","","","","","","2951","2951","2951","5.217964172363281","5.217964172363281","5.217964172363281","","","","","",""
"853","","","","","","","2959","2959","2959","5.217755317687988","5.217755317687988","5.217755317687988","","","","","",""
"854","","","","","","","2967","2967","2967","5.217659950256348","5.217659950256348","5.217659950256348","","","","","",""
"855","","","","","","","2969","2969","2969","5.217512130737305","5.217512130737305","5.217512130737305","","","","","",""
"856","","","","","","","2971","2971","2971","5.217374801635742","5.217374801635742","5.217374801635742","","","","","",""
"857","","","","","","","2973","2973","2973","5.217197418212891","5.217197418212891","5.217197418212891","","","","","",""
"858","","","","","","","2975","2975","2975","5.217068672180176","5.217068672180176","5.217068672180176","","","","","",""
"859","","","","","","","2977","2977","2977","5.216780185699463","5.216780185699463","5.216780185699463","","","","","",""
"860","","","","","","","2979","2979","2979","5.216577053070068","5.216577053070068","5.216577053070068","","","","","",""
"861","","","","","","","2987","2987","2987","5.216368198394775","5.216368198394775","5.216368198394775","","","","","",""
"862","","","","","","","2995","2995","2995","5.216195106506348","5.216195106506348","5.216195106506348","","","","","",""
"863","","","","","","","2997","2997","2997","5.216001510620117","5.216001510620117","5.216001510620117","","","","","",""
"864","","","","","","","2999","2999","2999","5.215841293334961","5.215841293334961","5.215841293334961","","","","","",""
"865","","","","","","","3007","3007","3007","5.215780735015869","5.215780735015869","5.215780735015869","","","","","",""
"866","","","","","","","3015","3015","3015","5.215526103973389","5.215526103973389","5.215526103973389","","","","","",""
"867","","","","","","","3017","3017","3017","5.215499401092529","5.215499401092529","5.215499401092529","","","","","",""
"868","","","","","","","3019","3019","3019","5.215371131896973","5.215371131896973","5.215371131896973","","","","","",""
"869","","","","","","","3021","3021","3021","5.2152910232543945","5.2152910232543945","5.2152910232543945","","","","","",""
"870","","","","","","","3029","3029","3029","5.215091228485107","5.215091228485107","5.215091228485107","","","","","",""
"871","","","","","","","3037","3037","3037","5.214979648590088","5.214979648590088","5.214979648590088","","","","","",""
"872","","","","","","","3039","3039","3039","5.214816093444824","5.214816093444824","5.214816093444824","","","","","",""
"873","","","","","","","3047","3047","3047","5.214667797088623","5.214667797088623","5.214667797088623","","","","","",""
"874","","","","","","","3049","3049","3049","5.214393615722656","5.214393615722656","5.214393615722656","","","","","",""
"875","","","","","","","3057","3057","3057","5.214271545410156","5.214271545410156","5.214271545410156","","","","","",""
"876","","","","","","","3065","3065","3065","5.214046955108643","5.214046955108643","5.214046955108643","","","","","",""
"877","","","","","","","3073","3073","3073","5.213901042938232","5.213901042938232","5.213901042938232","","","","","",""
"878","","","","","","","3075","3075","3075","5.21370267868042","5.21370267868042","5.21370267868042","","","","","",""
"879","","","","","","","3083","3083","3083","5.213531494140625","5.213531494140625","5.213531494140625","","","","","",""
"880","","","","","","","3091","3091","3091","5.213322162628174","5.213322162628174","5.213322162628174","","","","","",""
"881","","","","","","","3099","3099","3099","5.212968349456787","5.212968349456787","5.212968349456787","","","","","",""
"882","","","","","","","3101","3101","3101","5.212390422821045","5.212390422821045","5.212390422821045","","","","","",""
"883","","","","","","","3103","3103","3103","5.211942195892334","5.211942195892334","5.211942195892334","","","","","",""
"884","","","","","","","3111","3111","3111","5.211645126342773","5.211645126342773","5.211645126342773","","","","","",""
"885","","","","","","","3113","3113","3113","5.211565971374512","5.211565971374512","5.211565971374512","","","","","",""
"886","","","","","","","3121","3121","3121","5.211416244506836","5.211416244506836","5.211416244506836","","","","","",""
"887","","","","","","","3129","3129","3129","5.211304664611816","5.211304664611816","5.211304664611816","","","","","",""
"888","","","","","","","3131","3131","3131","5.2111921310424805","5.2111921310424805","5.2111921310424805","","","","","",""
"889","","","","","","","3139","3139","3139","5.210956573486328","5.210956573486328","5.210956573486328","","","","","",""
"890","","","","","","","3141","3141","3141","5.210914134979248","5.210914134979248","5.210914134979248","","","","","",""
"891","","","","","","","3149","3149","3149","5.2108025550842285","5.2108025550842285","5.2108025550842285","","","","","",""
"892","","","","","","","3157","3157","3157","5.210664749145508","5.210664749145508","5.210664749145508","","","","","",""
"893","","","","","","","3165","3165","3165","5.210501670837402","5.210501670837402","5.210501670837402","","","","","",""
"894","","","","","","","3167","3167","3167","5.210375785827637","5.210375785827637","5.210375785827637","","","","","",""
"895","","","","","","","3175","3175","3175","5.210320472717285","5.210320472717285","5.210320472717285","","","","","",""
"896","","","","","","","3183","3183","3183","5.210069179534912","5.210069179534912","5.210069179534912","","","","","",""
"897","","","","","","","3185","3185","3185","5.209705352783203","5.209705352783203","5.209705352783203","","","","","",""
"898","","","","","","","3187","3187","3187","5.209537506103516","5.209537506103516","5.209537506103516","","","","","",""
"899","","","","","","","3189","3189","3189","5.209319591522217","5.209319591522217","5.209319591522217","","","","","",""
"900","7","7","7","5.209029674530029","5.209029674530029","5.209029674530029","3197","3197","3197","5.209206581115723","5.209206581115723","5.209206581115723","","","","","",""
"901","15","15","15","5.2085795402526855","5.2085795402526855","5.2085795402526855","3199","3199","3199","5.209036350250244","5.209036350250244","5.209036350250244","","","","","",""
"902","23","23","23","5.208194732666016","5.208194732666016","5.208194732666016","3207","3207","3207","5.208951950073242","5.208951950073242","5.208951950073242","","","","","",""
"903","31","31","31","5.207594394683838","5.207594394683838","5.207594394683838","","","","","","","","","","","",""
"904","39","39","39","5.207286357879639","5.207286357879639","5.207286357879639","","","","","","","","","","","",""
"905","47","47","47","5.20707368850708","5.20707368850708","5.20707368850708","","","","","","","","","","","",""
"906","55","55","55","5.206664562225342","5.206664562225342","5.206664562225342","","","","","","","","","","","",""
"907","63","63","63","5.20634126663208","5.20634126663208","5.20634126663208","","","","","","","","","","","",""
"908","71","71","71","5.206027507781982","5.206027507781982","5.206027507781982","","","","","","","","","","","",""
"909","79","79","79","5.205811500549316","5.205811500549316","5.205811500549316","","","","","","","","","","","",""
"910","87","87","87","5.205379009246826","5.205379009246826","5.205379009246826","","","","","","","","","","","",""
"911","95","95","95","5.2048444747924805","5.2048444747924805","5.2048444747924805","","","","","","","","","","","",""
"912","103","103","103","5.2045087814331055","5.2045087814331055","5.2045087814331055","","","","","","","","","","","",""
"913","111","111","111","5.204024791717529","5.204024791717529","5.204024791717529","","","","","","","","","","","",""
"914","119","119","119","5.203706741333008","5.203706741333008","5.203706741333008","","","","","","","","","","","",""
"915","127","127","127","5.203614711761475","5.203614711761475","5.203614711761475","","","","","","","","","","","",""
"916","135","135","135","5.203011512756348","5.203011512756348","5.203011512756348","","","","","","","","","","","",""
"917","143","143","143","5.198636054992676","5.198636054992676","5.198636054992676","","","","","","","","","","","",""
"918","151","151","151","5.197389125823975","5.197389125823975","5.197389125823975","","","","","","","","","","","",""
"919","159","159","159","5.1971435546875","5.1971435546875","5.1971435546875","","","","","","","","","","","",""
"920","167","167","167","5.196923732757568","5.196923732757568","5.196923732757568","","","","","","","","","","","",""
"921","175","175","175","5.196383953094482","5.196383953094482","5.196383953094482","","","","","","","","","","","",""
"922","183","183","183","5.195109844207764","5.195109844207764","5.195109844207764","","","","","","","","","","","",""
"923","191","191","191","5.194324493408203","5.194324493408203","5.194324493408203","","","","","","","","","","","",""
"924","199","199","199","5.194178581237793","5.194178581237793","5.194178581237793","","","","","","","","","","","",""
"925","207","207","207","5.1939873695373535","5.1939873695373535","5.1939873695373535","","","","","","","","","","","",""
"926","215","215","215","5.193858623504639","5.193858623504639","5.193858623504639","","","","","","","","","","","",""
"927","223","223","223","5.193624019622803","5.193624019622803","5.193624019622803","","","","","","","","","","","",""
"928","231","231","231","5.19345760345459","5.19345760345459","5.19345760345459","","","","","","","","","","","",""
"929","239","239","239","5.193249702453613","5.193249702453613","5.193249702453613","","","","","","","","","","","",""
"930","247","247","247","5.1930389404296875","5.1930389404296875","5.1930389404296875","","","","","","","","","","","",""
"931","255","255","255","5.192783355712891","5.192783355712891","5.192783355712891","","","","","","","","","","","",""
"932","263","263","263","5.192598342895508","5.192598342895508","5.192598342895508","","","","","","","","","","","",""
"933","271","271","271","5.191827297210693","5.191827297210693","5.191827297210693","","","","","","","","","","","",""
"934","279","279","279","5.191451072692871","5.191451072692871","5.191451072692871","","","","","","","","","","","",""
"935","287","287","287","5.191226005554199","5.191226005554199","5.191226005554199","","","","","","","","","","","",""
"936","295","295","295","5.191064357757568","5.191064357757568","5.191064357757568","","","","","","","","","","","",""
"937","303","303","303","5.19094181060791","5.19094181060791","5.19094181060791","","","","","","","","","","","",""
"938","311","311","311","5.190893173217773","5.190893173217773","5.190893173217773","","","","","","","","","","","",""
"939","319","319","319","5.190639972686768","5.190639972686768","5.190639972686768","","","","","","","","","","","",""
"940","327","327","327","5.190469741821289","5.190469741821289","5.190469741821289","","","","","","","","","","","",""
"941","335","335","335","5.190319538116455","5.190319538116455","5.190319538116455","","","","","","","","","","","",""
"942","343","343","343","5.190184116363525","5.190184116363525","5.190184116363525","","","","","","","","","","","",""
"943","351","351","351","5.189939022064209","5.189939022064209","5.189939022064209","","","","","","","","","","","",""
"944","359","359","359","5.189741611480713","5.189741611480713","5.189741611480713","","","","","","","","","","","",""
"945","367","367","367","5.189645767211914","5.189645767211914","5.189645767211914","","","","","","","","","","","",""
"946","375","375","375","5.189551830291748","5.189551830291748","5.189551830291748","","","","","","","","","","","",""
"947","383","383","383","5.189215660095215","5.189215660095215","5.189215660095215","","","","","","","","","","","",""
"948","391","391","391","5.188958168029785","5.188958168029785","5.188958168029785","","","","","","","","","","","",""
"949","399","399","399","5.18867301940918","5.18867301940918","5.18867301940918","","","","","","","","","","","",""
"950","407","407","407","5.188525676727295","5.188525676727295","5.188525676727295","","","","","","","","","","","",""
"951","415","415","415","5.188257217407227","5.188257217407227","5.188257217407227","","","","","","","","","","","",""
"952","423","423","423","5.187868595123291","5.187868595123291","5.187868595123291","","","","","","","","","","","",""
"953","431","431","431","5.1876301765441895","5.1876301765441895","5.1876301765441895","","","","","","","","","","","",""
"954","439","439","439","5.1873321533203125","5.1873321533203125","5.1873321533203125","","","","","","","","","","","",""
"955","447","447","447","5.187154769897461","5.187154769897461","5.187154769897461","","","","","","","","","","","",""
"956","455","455","455","5.186944007873535","5.186944007873535","5.186944007873535","","","","","","","","","","","",""
"957","463","463","463","5.186657905578613","5.186657905578613","5.186657905578613","","","","","","","","","","","",""
"958","471","471","471","5.186396598815918","5.186396598815918","5.186396598815918","","","","","","","","","","","",""
"959","479","479","479","5.186152935028076","5.186152935028076","5.186152935028076","","","","","","","","","","","",""
"960","487","487","487","5.185931205749512","5.185931205749512","5.185931205749512","","","","","","","","","","","",""
"961","495","495","495","5.185656547546387","5.185656547546387","5.185656547546387","","","","","","","","","","","",""
"962","503","503","503","5.18550443649292","5.18550443649292","5.18550443649292","","","","","","","","","","","",""
"963","511","511","511","5.1851325035095215","5.1851325035095215","5.1851325035095215","","","","","","","","","","","",""
"964","519","519","519","5.1849236488342285","5.1849236488342285","5.1849236488342285","","","","","","","","","","","",""
"965","527","527","527","5.1847758293151855","5.1847758293151855","5.1847758293151855","","","","","","","","","","","",""
"966","535","535","535","5.184226036071777","5.184226036071777","5.184226036071777","","","","","","","","","","","",""
"967","543","543","543","5.184045791625977","5.184045791625977","5.184045791625977","","","","","","","","","","","",""
"968","551","551","551","5.183824062347412","5.183824062347412","5.183824062347412","","","","","","","","","","","",""
"969","559","559","559","5.183602333068848","5.183602333068848","5.183602333068848","","","","","","","","","","","",""
"970","567","567","567","5.183182716369629","5.183182716369629","5.183182716369629","","","","","","","","","","","",""
"971","575","575","575","5.182861804962158","5.182861804962158","5.182861804962158","","","","","","","","","","","",""
"972","583","583","583","5.182355880737305","5.182355880737305","5.182355880737305","","","","","","","","","","","",""
"973","591","591","591","5.179637908935547","5.179637908935547","5.179637908935547","","","","","","","","","","","",""
"974","599","599","599","5.178476810455322","5.178476810455322","5.178476810455322","","","","","","","","","","","",""
"975","607","607","607","5.177834987640381","5.177834987640381","5.177834987640381","","","","","","","","","","","",""
"976","615","615","615","5.1774373054504395","5.1774373054504395","5.1774373054504395","","","","","","","","","","","",""
"977","623","623","623","5.1772141456604","5.1772141456604","5.1772141456604","","","","","","","","","","","",""
"978","631","631","631","5.1771063804626465","5.1771063804626465","5.1771063804626465","","","","","","","","","","","",""
"979","639","639","639","5.176937103271484","5.176937103271484","5.176937103271484","","","","","","","","","","","",""
"980","647","647","647","5.176649570465088","5.176649570465088","5.176649570465088","","","","","","","","","","","",""
"981","655","655","655","5.176482677459717","5.176482677459717","5.176482677459717","","","","","","","","","","","",""
"982","663","663","663","5.176098823547363","5.176098823547363","5.176098823547363","","","","","","","","","","","",""
"983","671","671","671","5.175748825073242","5.175748825073242","5.175748825073242","","","","","","","","","","","",""
"984","679","679","679","5.175601482391357","5.175601482391357","5.175601482391357","","","","","","","","","","","",""
"985","687","687","687","5.175477981567383","5.175477981567383","5.175477981567383","","","","","","","","","","","",""
"986","695","695","695","5.175248146057129","5.175248146057129","5.175248146057129","","","","","","","","","","","",""
"987","703","703","703","5.175131320953369","5.175131320953369","5.175131320953369","","","","","","","","","","","",""
"988","711","711","711","5.174980163574219","5.174980163574219","5.174980163574219","","","","","","","","","","","",""
"989","719","719","719","5.174551486968994","5.174551486968994","5.174551486968994","","","","","","","","","","","",""
"990","727","727","727","5.174274921417236","5.174274921417236","5.174274921417236","","","","","","","","","","","",""
"991","735","735","735","5.174084186553955","5.174084186553955","5.174084186553955","","","","","","","","","","","",""
"992","743","743","743","5.173954963684082","5.173954963684082","5.173954963684082","","","","","","","","","","","",""
"993","751","751","751","5.173796653747559","5.173796653747559","5.173796653747559","","","","","","","","","","","",""
"994","759","759","759","5.173480987548828","5.173480987548828","5.173480987548828","","","","","","","","","","","",""
"995","767","767","767","5.173290252685547","5.173290252685547","5.173290252685547","","","","","","","","","","","",""
"996","775","775","775","5.173035621643066","5.173035621643066","5.173035621643066","","","","","","","","","","","",""
"997","783","783","783","5.172873497009277","5.172873497009277","5.172873497009277","","","","","","","","","","","",""
"998","791","791","791","5.172708988189697","5.172708988189697","5.172708988189697","","","","","","","","","","","",""
"999","799","799","799","5.17249059677124","5.17249059677124","5.17249059677124","","","","","","","","","","","",""
"1000","807","807","807","5.172205448150635","5.172205448150635","5.172205448150635","","","","","","","","","","","",""
"1001","815","815","815","5.172031402587891","5.172031402587891","5.172031402587891","","","","","","","","","","","",""
"1002","823","823","823","5.171777248382568","5.171777248382568","5.171777248382568","","","","","","","","","","","",""
"1003","831","831","831","5.171502590179443","5.171502590179443","5.171502590179443","","","","","","","","","","","",""
"1004","839","839","839","5.171225547790527","5.171225547790527","5.171225547790527","","","","","","","","","","","",""
"1005","847","847","847","5.170600891113281","5.170600891113281","5.170600891113281","","","","","","","","","","","",""
"1006","855","855","855","5.17002534866333","5.17002534866333","5.17002534866333","","","","","","","","","","","",""
"1007","863","863","863","5.169400691986084","5.169400691986084","5.169400691986084","","","","","","","","","","","",""
"1008","871","871","871","5.168330669403076","5.168330669403076","5.168330669403076","","","","","","","","","","","",""
"1009","879","879","879","5.167985916137695","5.167985916137695","5.167985916137695","","","","","","","","","","","",""
"1010","887","887","887","5.1678619384765625","5.1678619384765625","5.1678619384765625","","","","","","","","","","","",""
"1011","895","895","895","5.167684555053711","5.167684555053711","5.167684555053711","","","","","","","","","","","",""
"1012","903","903","903","5.167457580566406","5.167457580566406","5.167457580566406","","","","","","","","","","","",""
"1013","911","911","911","5.167190074920654","5.167190074920654","5.167190074920654","","","","","","","","","","","",""
"1014","919","919","919","5.166901111602783","5.166901111602783","5.166901111602783","","","","","","","","","","","",""
"1015","927","927","927","5.166353702545166","5.166353702545166","5.166353702545166","","","","","","","","","","","",""
"1016","935","935","935","5.16596794128418","5.16596794128418","5.16596794128418","","","","","","","","","","","",""
"1017","943","943","943","5.165916442871094","5.165916442871094","5.165916442871094","","","","","","","","","","","",""
"1018","951","951","951","5.16572904586792","5.16572904586792","5.16572904586792","","","","","","","","","","","",""
"1019","959","959","959","5.165472030639648","5.165472030639648","5.165472030639648","","","","","","","","","","","",""
"1020","967","967","967","5.165237903594971","5.165237903594971","5.165237903594971","","","","","","","","","","","",""
"1021","975","975","975","5.165026664733887","5.165026664733887","5.165026664733887","","","","","","","","","","","",""
"1022","983","983","983","5.164551258087158","5.164551258087158","5.164551258087158","","","","","","","","","","","",""
