"epoch","16/05 17:25:53 Standard (weights)3 (continued899) - _step","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - _step__MAX","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers2.weight_orig_norm","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers2.weight_orig_norm__MIN","16/05 17:25:53 Standard (weights)3 (continued899) - Discriminator_fc_layers2.weight_orig_norm__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - _step","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - _step__MAX","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers2.weight_orig_norm","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers2.weight_orig_norm__MIN","06/05 14:47:18 - Standard (weights)2 (continued250) - Discriminator_fc_layers2.weight_orig_norm__MAX","29/04 10:06:37 Standard (weights)1 - _step","29/04 10:06:37 Standard (weights)1 - _step__MIN","29/04 10:06:37 Standard (weights)1 - _step__MAX","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers2.weight_orig_norm","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers2.weight_orig_norm__MIN","29/04 10:06:37 Standard (weights)1 - Discriminator_fc_layers2.weight_orig_norm__MAX"
"743","","","","","","","2427","2427","2427","0.7771087288856506","0.7771087288856506","0.7771087288856506","","","","","",""
"744","","","","","","","2435","2435","2435","0.77935791015625","0.77935791015625","0.77935791015625","","","","","",""
"745","","","","","","","2443","2443","2443","0.7789729833602905","0.7789729833602905","0.7789729833602905","","","","","",""
"746","","","","","","","2445","2445","2445","0.7785592079162598","0.7785592079162598","0.7785592079162598","","","","","",""
"747","","","","","","","2447","2447","2447","0.7798593640327454","0.7798593640327454","0.7798593640327454","","","","","",""
"748","","","","","","","2449","2449","2449","0.7794470191001892","0.7794470191001892","0.7794470191001892","","","","","",""
"749","","","","","","","2451","2451","2451","0.7792707681655884","0.7792707681655884","0.7792707681655884","","","","","",""
"750","","","","","","","2453","2453","2453","0.7812135815620422","0.7812135815620422","0.7812135815620422","","","","","",""
"751","","","","","","","2461","2461","2461","0.7800921201705933","0.7800921201705933","0.7800921201705933","","","","","",""
"752","","","","","","","2463","2463","2463","0.7820990681648254","0.7820990681648254","0.7820990681648254","","","","","",""
"753","","","","","","","2471","2471","2471","0.7811058163642883","0.7811058163642883","0.7811058163642883","","","","","",""
"754","","","","","","","2479","2479","2479","0.7817884683609009","0.7817884683609009","0.7817884683609009","","","","","",""
"755","","","","","","","2487","2487","2487","0.7816110253334045","0.7816110253334045","0.7816110253334045","","","","","",""
"756","","","","","","","2489","2489","2489","0.7801735401153564","0.7801735401153564","0.7801735401153564","","","","","",""
"757","","","","","","","2497","2497","2497","0.7799602746963501","0.7799602746963501","0.7799602746963501","","","","","",""
"758","","","","","","","2499","2499","2499","0.7803774476051331","0.7803774476051331","0.7803774476051331","","","","","",""
"759","","","","","","","2501","2501","2501","0.7803109288215637","0.7803109288215637","0.7803109288215637","","","","","",""
"760","","","","","","","2509","2509","2509","0.7835434675216675","0.7835434675216675","0.7835434675216675","","","","","",""
"761","","","","","","","2511","2511","2511","0.7838716506958008","0.7838716506958008","0.7838716506958008","","","","","",""
"762","","","","","","","2519","2519","2519","0.7797698378562927","0.7797698378562927","0.7797698378562927","","","","","",""
"763","","","","","","","2527","2527","2527","0.784562885761261","0.784562885761261","0.784562885761261","","","","","",""
"764","","","","","","","2529","2529","2529","0.7808831334114075","0.7808831334114075","0.7808831334114075","","","","","",""
"765","","","","","","","2537","2537","2537","0.7842749953269958","0.7842749953269958","0.7842749953269958","","","","","",""
"766","","","","","","","2539","2539","2539","0.7846607565879822","0.7846607565879822","0.7846607565879822","","","","","",""
"767","","","","","","","2547","2547","2547","0.78403639793396","0.78403639793396","0.78403639793396","","","","","",""
"768","","","","","","","2549","2549","2549","0.7842268943786621","0.7842268943786621","0.7842268943786621","","","","","",""
"769","","","","","","","2557","2557","2557","0.7849164605140686","0.7849164605140686","0.7849164605140686","","","","","",""
"770","","","","","","","2559","2559","2559","0.7858967781066895","0.7858967781066895","0.7858967781066895","","","","","",""
"771","","","","","","","2567","2567","2567","0.7863292098045349","0.7863292098045349","0.7863292098045349","","","","","",""
"772","","","","","","","2569","2569","2569","0.7859721183776855","0.7859721183776855","0.7859721183776855","","","","","",""
"773","","","","","","","2571","2571","2571","0.7866274118423462","0.7866274118423462","0.7866274118423462","","","","","",""
"774","","","","","","","2579","2579","2579","0.7861021757125854","0.7861021757125854","0.7861021757125854","","","","","",""
"775","","","","","","","2581","2581","2581","0.7850944399833679","0.7850944399833679","0.7850944399833679","","","","","",""
"776","","","","","","","2583","2583","2583","0.7873049974441528","0.7873049974441528","0.7873049974441528","","","","","",""
"777","","","","","","","2591","2591","2591","0.787284791469574","0.787284791469574","0.787284791469574","","","","","",""
"778","","","","","","","2593","2593","2593","0.7885284423828125","0.7885284423828125","0.7885284423828125","","","","","",""
"779","","","","","","","2595","2595","2595","0.7881728410720825","0.7881728410720825","0.7881728410720825","","","","","",""
"780","","","","","","","2603","2603","2603","0.7889684438705444","0.7889684438705444","0.7889684438705444","","","","","",""
"781","","","","","","","2605","2605","2605","0.7880952954292297","0.7880952954292297","0.7880952954292297","","","","","",""
"782","","","","","","","2607","2607","2607","0.7874664664268494","0.7874664664268494","0.7874664664268494","","","","","",""
"783","","","","","","","2609","2609","2609","0.7874851822853088","0.7874851822853088","0.7874851822853088","","","","","",""
"784","","","","","","","2617","2617","2617","0.7869164347648621","0.7869164347648621","0.7869164347648621","","","","","",""
"785","","","","","","","2619","2619","2619","0.7891031503677368","0.7891031503677368","0.7891031503677368","","","","","",""
"786","","","","","","","2621","2621","2621","0.7878547310829163","0.7878547310829163","0.7878547310829163","","","","","",""
"787","","","","","","","2623","2623","2623","0.7883094549179077","0.7883094549179077","0.7883094549179077","","","","","",""
"788","","","","","","","2625","2625","2625","0.7901737093925476","0.7901737093925476","0.7901737093925476","","","","","",""
"789","","","","","","","2627","2627","2627","0.7924827337265015","0.7924827337265015","0.7924827337265015","","","","","",""
"790","","","","","","","2629","2629","2629","0.791120707988739","0.791120707988739","0.791120707988739","","","","","",""
"791","","","","","","","2637","2637","2637","0.7931295037269592","0.7931295037269592","0.7931295037269592","","","","","",""
"792","","","","","","","2645","2645","2645","0.7937518954277039","0.7937518954277039","0.7937518954277039","","","","","",""
"793","","","","","","","2653","2653","2653","0.7960523962974548","0.7960523962974548","0.7960523962974548","","","","","",""
"794","","","","","","","2655","2655","2655","0.7933474779129028","0.7933474779129028","0.7933474779129028","","","","","",""
"795","","","","","","","2657","2657","2657","0.79583740234375","0.79583740234375","0.79583740234375","","","","","",""
"796","","","","","","","2665","2665","2665","0.7964410781860352","0.7964410781860352","0.7964410781860352","","","","","",""
"797","","","","","","","2673","2673","2673","0.7963050603866577","0.7963050603866577","0.7963050603866577","","","","","",""
"798","","","","","","","2675","2675","2675","0.7954370379447937","0.7954370379447937","0.7954370379447937","","","","","",""
"799","","","","","","","2677","2677","2677","0.7953620553016663","0.7953620553016663","0.7953620553016663","","","","","",""
"800","","","","","","","2685","2685","2685","0.7977129817008972","0.7977129817008972","0.7977129817008972","","","","","",""
"801","","","","","","","2693","2693","2693","0.7985268235206604","0.7985268235206604","0.7985268235206604","","","","","",""
"802","","","","","","","2701","2701","2701","0.7970868945121765","0.7970868945121765","0.7970868945121765","","","","","",""
"803","","","","","","","2709","2709","2709","0.7981945872306824","0.7981945872306824","0.7981945872306824","","","","","",""
"804","","","","","","","2711","2711","2711","0.7960798740386963","0.7960798740386963","0.7960798740386963","","","","","",""
"805","","","","","","","2719","2719","2719","0.7968623638153076","0.7968623638153076","0.7968623638153076","","","","","",""
"806","","","","","","","2727","2727","2727","0.7969276309013367","0.7969276309013367","0.7969276309013367","","","","","",""
"807","","","","","","","2729","2729","2729","0.7974247336387634","0.7974247336387634","0.7974247336387634","","","","","",""
"808","","","","","","","2737","2737","2737","0.7981781959533691","0.7981781959533691","0.7981781959533691","","","","","",""
"809","","","","","","","2739","2739","2739","0.7983577847480774","0.7983577847480774","0.7983577847480774","","","","","",""
"810","","","","","","","2741","2741","2741","0.8014185428619385","0.8014185428619385","0.8014185428619385","","","","","",""
"811","","","","","","","2749","2749","2749","0.7987992763519287","0.7987992763519287","0.7987992763519287","","","","","",""
"812","","","","","","","2757","2757","2757","0.8005419373512268","0.8005419373512268","0.8005419373512268","","","","","",""
"813","","","","","","","2759","2759","2759","0.7983880639076233","0.7983880639076233","0.7983880639076233","","","","","",""
"814","","","","","","","2767","2767","2767","0.7988995313644409","0.7988995313644409","0.7988995313644409","","","","","",""
"815","","","","","","","2775","2775","2775","0.8004539608955383","0.8004539608955383","0.8004539608955383","","","","","",""
"816","","","","","","","2783","2783","2783","0.8013075590133667","0.8013075590133667","0.8013075590133667","","","","","",""
"817","","","","","","","2785","2785","2785","0.8023370504379272","0.8023370504379272","0.8023370504379272","","","","","",""
"818","","","","","","","2793","2793","2793","0.8024908900260925","0.8024908900260925","0.8024908900260925","","","","","",""
"819","","","","","","","2801","2801","2801","0.8034844994544983","0.8034844994544983","0.8034844994544983","","","","","",""
"820","","","","","","","2809","2809","2809","0.8018348813056946","0.8018348813056946","0.8018348813056946","","","","","",""
"821","","","","","","","2817","2817","2817","0.802122175693512","0.802122175693512","0.802122175693512","","","","","",""
"822","","","","","","","2825","2825","2825","0.8017421364784241","0.8017421364784241","0.8017421364784241","","","","","",""
"823","","","","","","","2833","2833","2833","0.8020014762878418","0.8020014762878418","0.8020014762878418","","","","","",""
"824","","","","","","","2835","2835","2835","0.7998865246772766","0.7998865246772766","0.7998865246772766","","","","","",""
"825","","","","","","","2837","2837","2837","0.8015584945678711","0.8015584945678711","0.8015584945678711","","","","","",""
"826","","","","","","","2839","2839","2839","0.8017289638519287","0.8017289638519287","0.8017289638519287","","","","","",""
"827","","","","","","","2847","2847","2847","0.8047440052032471","0.8047440052032471","0.8047440052032471","","","","","",""
"828","","","","","","","2855","2855","2855","0.8043404817581177","0.8043404817581177","0.8043404817581177","","","","","",""
"829","","","","","","","2863","2863","2863","0.8057381510734558","0.8057381510734558","0.8057381510734558","","","","","",""
"830","","","","","","","2865","2865","2865","0.8060393929481506","0.8060393929481506","0.8060393929481506","","","","","",""
"831","","","","","","","2867","2867","2867","0.804734468460083","0.804734468460083","0.804734468460083","","","","","",""
"832","","","","","","","2869","2869","2869","0.8040556311607361","0.8040556311607361","0.8040556311607361","","","","","",""
"833","","","","","","","2877","2877","2877","0.8043038845062256","0.8043038845062256","0.8043038845062256","","","","","",""
"834","","","","","","","2879","2879","2879","0.8044400811195374","0.8044400811195374","0.8044400811195374","","","","","",""
"835","","","","","","","2881","2881","2881","0.8052146434783936","0.8052146434783936","0.8052146434783936","","","","","",""
"836","","","","","","","2883","2883","2883","0.805212140083313","0.805212140083313","0.805212140083313","","","","","",""
"837","","","","","","","2885","2885","2885","0.80387943983078","0.80387943983078","0.80387943983078","","","","","",""
"838","","","","","","","2887","2887","2887","0.8026942610740662","0.8026942610740662","0.8026942610740662","","","","","",""
"839","","","","","","","2889","2889","2889","0.8056721091270447","0.8056721091270447","0.8056721091270447","","","","","",""
"840","","","","","","","2891","2891","2891","0.8033348321914673","0.8033348321914673","0.8033348321914673","","","","","",""
"841","","","","","","","2899","2899","2899","0.8037758469581604","0.8037758469581604","0.8037758469581604","","","","","",""
"842","","","","","","","2907","2907","2907","0.805141031742096","0.805141031742096","0.805141031742096","","","","","",""
"843","","","","","","","2915","2915","2915","0.8076132535934448","0.8076132535934448","0.8076132535934448","","","","","",""
"844","","","","","","","2917","2917","2917","0.8070370554924011","0.8070370554924011","0.8070370554924011","","","","","",""
"845","","","","","","","2919","2919","2919","0.8078166246414185","0.8078166246414185","0.8078166246414185","","","","","",""
"846","","","","","","","2927","2927","2927","0.8077691197395325","0.8077691197395325","0.8077691197395325","","","","","",""
"847","","","","","","","2929","2929","2929","0.8077720403671265","0.8077720403671265","0.8077720403671265","","","","","",""
"848","","","","","","","2937","2937","2937","0.8081818222999573","0.8081818222999573","0.8081818222999573","","","","","",""
"849","","","","","","","2939","2939","2939","0.8086675405502319","0.8086675405502319","0.8086675405502319","","","","","",""
"850","","","","","","","2941","2941","2941","0.8098981976509094","0.8098981976509094","0.8098981976509094","","","","","",""
"851","","","","","","","2943","2943","2943","0.8104647994041443","0.8104647994041443","0.8104647994041443","","","","","",""
"852","","","","","","","2951","2951","2951","0.8105993270874023","0.8105993270874023","0.8105993270874023","","","","","",""
"853","","","","","","","2959","2959","2959","0.808279812335968","0.808279812335968","0.808279812335968","","","","","",""
"854","","","","","","","2967","2967","2967","0.8087897300720215","0.8087897300720215","0.8087897300720215","","","","","",""
"855","","","","","","","2969","2969","2969","0.8101802468299866","0.8101802468299866","0.8101802468299866","","","","","",""
"856","","","","","","","2971","2971","2971","0.8108767867088318","0.8108767867088318","0.8108767867088318","","","","","",""
"857","","","","","","","2973","2973","2973","0.8107597231864929","0.8107597231864929","0.8107597231864929","","","","","",""
"858","","","","","","","2975","2975","2975","0.8101581335067749","0.8101581335067749","0.8101581335067749","","","","","",""
"859","","","","","","","2977","2977","2977","0.8094847202301025","0.8094847202301025","0.8094847202301025","","","","","",""
"860","","","","","","","2979","2979","2979","0.8097824454307556","0.8097824454307556","0.8097824454307556","","","","","",""
"861","","","","","","","2987","2987","2987","0.814429521560669","0.814429521560669","0.814429521560669","","","","","",""
"862","","","","","","","2995","2995","2995","0.8132434487342834","0.8132434487342834","0.8132434487342834","","","","","",""
"863","","","","","","","2997","2997","2997","0.8117872476577759","0.8117872476577759","0.8117872476577759","","","","","",""
"864","","","","","","","2999","2999","2999","0.8127936720848083","0.8127936720848083","0.8127936720848083","","","","","",""
"865","","","","","","","3007","3007","3007","0.8125158548355103","0.8125158548355103","0.8125158548355103","","","","","",""
"866","","","","","","","3015","3015","3015","0.8122126460075378","0.8122126460075378","0.8122126460075378","","","","","",""
"867","","","","","","","3017","3017","3017","0.8133252859115601","0.8133252859115601","0.8133252859115601","","","","","",""
"868","","","","","","","3019","3019","3019","0.8126549124717712","0.8126549124717712","0.8126549124717712","","","","","",""
"869","","","","","","","3021","3021","3021","0.8147392272949219","0.8147392272949219","0.8147392272949219","","","","","",""
"870","","","","","","","3029","3029","3029","0.8132207989692688","0.8132207989692688","0.8132207989692688","","","","","",""
"871","","","","","","","3037","3037","3037","0.8147057294845581","0.8147057294845581","0.8147057294845581","","","","","",""
"872","","","","","","","3039","3039","3039","0.8143064975738525","0.8143064975738525","0.8143064975738525","","","","","",""
"873","","","","","","","3047","3047","3047","0.8133485317230225","0.8133485317230225","0.8133485317230225","","","","","",""
"874","","","","","","","3049","3049","3049","0.8127819895744324","0.8127819895744324","0.8127819895744324","","","","","",""
"875","","","","","","","3057","3057","3057","0.8147134780883789","0.8147134780883789","0.8147134780883789","","","","","",""
"876","","","","","","","3065","3065","3065","0.8169385194778442","0.8169385194778442","0.8169385194778442","","","","","",""
"877","","","","","","","3073","3073","3073","0.8174340724945068","0.8174340724945068","0.8174340724945068","","","","","",""
"878","","","","","","","3075","3075","3075","0.8149989247322083","0.8149989247322083","0.8149989247322083","","","","","",""
"879","","","","","","","3083","3083","3083","0.8179548382759094","0.8179548382759094","0.8179548382759094","","","","","",""
"880","","","","","","","3091","3091","3091","0.8186954259872437","0.8186954259872437","0.8186954259872437","","","","","",""
"881","","","","","","","3099","3099","3099","0.8191429972648621","0.8191429972648621","0.8191429972648621","","","","","",""
"882","","","","","","","3101","3101","3101","0.8180495500564575","0.8180495500564575","0.8180495500564575","","","","","",""
"883","","","","","","","3103","3103","3103","0.8175673484802246","0.8175673484802246","0.8175673484802246","","","","","",""
"884","","","","","","","3111","3111","3111","0.8177613615989685","0.8177613615989685","0.8177613615989685","","","","","",""
"885","","","","","","","3113","3113","3113","0.8171526193618774","0.8171526193618774","0.8171526193618774","","","","","",""
"886","","","","","","","3121","3121","3121","0.8176363706588745","0.8176363706588745","0.8176363706588745","","","","","",""
"887","","","","","","","3129","3129","3129","0.8175968527793884","0.8175968527793884","0.8175968527793884","","","","","",""
"888","","","","","","","3131","3131","3131","0.8171266913414001","0.8171266913414001","0.8171266913414001","","","","","",""
"889","","","","","","","3139","3139","3139","0.8175124526023865","0.8175124526023865","0.8175124526023865","","","","","",""
"890","","","","","","","3141","3141","3141","0.817363440990448","0.817363440990448","0.817363440990448","","","","","",""
"891","","","","","","","3149","3149","3149","0.818641722202301","0.818641722202301","0.818641722202301","","","","","",""
"892","","","","","","","3157","3157","3157","0.8204582929611206","0.8204582929611206","0.8204582929611206","","","","","",""
"893","","","","","","","3165","3165","3165","0.8204690217971802","0.8204690217971802","0.8204690217971802","","","","","",""
"894","","","","","","","3167","3167","3167","0.822664201259613","0.822664201259613","0.822664201259613","","","","","",""
"895","","","","","","","3175","3175","3175","0.8202168345451355","0.8202168345451355","0.8202168345451355","","","","","",""
"896","","","","","","","3183","3183","3183","0.8161126971244812","0.8161126971244812","0.8161126971244812","","","","","",""
"897","","","","","","","3185","3185","3185","0.8171130418777466","0.8171130418777466","0.8171130418777466","","","","","",""
"898","","","","","","","3187","3187","3187","0.8172672390937805","0.8172672390937805","0.8172672390937805","","","","","",""
"899","","","","","","","3189","3189","3189","0.820849597454071","0.820849597454071","0.820849597454071","","","","","",""
"900","7","7","7","0.8207817673683167","0.8207817673683167","0.8207817673683167","3197","3197","3197","0.821654736995697","0.821654736995697","0.821654736995697","","","","","",""
"901","15","15","15","0.8216405510902405","0.8216405510902405","0.8216405510902405","3199","3199","3199","0.8214482665061951","0.8214482665061951","0.8214482665061951","","","","","",""
"902","23","23","23","0.8228664994239807","0.8228664994239807","0.8228664994239807","3207","3207","3207","0.8216328024864197","0.8216328024864197","0.8216328024864197","","","","","",""
"903","31","31","31","0.821420431137085","0.821420431137085","0.821420431137085","","","","","","","","","","","",""
"904","39","39","39","0.821161150932312","0.821161150932312","0.821161150932312","","","","","","","","","","","",""
"905","47","47","47","0.8225911259651184","0.8225911259651184","0.8225911259651184","","","","","","","","","","","",""
"906","55","55","55","0.8226200342178345","0.8226200342178345","0.8226200342178345","","","","","","","","","","","",""
"907","63","63","63","0.8220171332359314","0.8220171332359314","0.8220171332359314","","","","","","","","","","","",""
"908","71","71","71","0.8238495588302612","0.8238495588302612","0.8238495588302612","","","","","","","","","","","",""
"909","79","79","79","0.8235370516777039","0.8235370516777039","0.8235370516777039","","","","","","","","","","","",""
"910","87","87","87","0.8230531811714172","0.8230531811714172","0.8230531811714172","","","","","","","","","","","",""
"911","95","95","95","0.8245348334312439","0.8245348334312439","0.8245348334312439","","","","","","","","","","","",""
"912","103","103","103","0.8237611651420593","0.8237611651420593","0.8237611651420593","","","","","","","","","","","",""
"913","111","111","111","0.8227621912956238","0.8227621912956238","0.8227621912956238","","","","","","","","","","","",""
"914","119","119","119","0.8244943022727966","0.8244943022727966","0.8244943022727966","","","","","","","","","","","",""
"915","127","127","127","0.825704038143158","0.825704038143158","0.825704038143158","","","","","","","","","","","",""
"916","135","135","135","0.8274688124656677","0.8274688124656677","0.8274688124656677","","","","","","","","","","","",""
"917","143","143","143","0.8309434652328491","0.8309434652328491","0.8309434652328491","","","","","","","","","","","",""
"918","151","151","151","0.827273428440094","0.827273428440094","0.827273428440094","","","","","","","","","","","",""
"919","159","159","159","0.8251901865005493","0.8251901865005493","0.8251901865005493","","","","","","","","","","","",""
"920","167","167","167","0.830775260925293","0.830775260925293","0.830775260925293","","","","","","","","","","","",""
"921","175","175","175","0.8290148377418518","0.8290148377418518","0.8290148377418518","","","","","","","","","","","",""
"922","183","183","183","0.8296447992324829","0.8296447992324829","0.8296447992324829","","","","","","","","","","","",""
"923","191","191","191","0.8305338621139526","0.8305338621139526","0.8305338621139526","","","","","","","","","","","",""
"924","199","199","199","0.8304052352905273","0.8304052352905273","0.8304052352905273","","","","","","","","","","","",""
"925","207","207","207","0.8309975862503052","0.8309975862503052","0.8309975862503052","","","","","","","","","","","",""
"926","215","215","215","0.8321321606636047","0.8321321606636047","0.8321321606636047","","","","","","","","","","","",""
"927","223","223","223","0.8326445817947388","0.8326445817947388","0.8326445817947388","","","","","","","","","","","",""
"928","231","231","231","0.8330034613609314","0.8330034613609314","0.8330034613609314","","","","","","","","","","","",""
"929","239","239","239","0.8315907716751099","0.8315907716751099","0.8315907716751099","","","","","","","","","","","",""
"930","247","247","247","0.8337063193321228","0.8337063193321228","0.8337063193321228","","","","","","","","","","","",""
"931","255","255","255","0.8322214484214783","0.8322214484214783","0.8322214484214783","","","","","","","","","","","",""
"932","263","263","263","0.8333762288093567","0.8333762288093567","0.8333762288093567","","","","","","","","","","","",""
"933","271","271","271","0.8342099785804749","0.8342099785804749","0.8342099785804749","","","","","","","","","","","",""
"934","279","279","279","0.8338218331336975","0.8338218331336975","0.8338218331336975","","","","","","","","","","","",""
"935","287","287","287","0.8318942785263062","0.8318942785263062","0.8318942785263062","","","","","","","","","","","",""
"936","295","295","295","0.8346952795982361","0.8346952795982361","0.8346952795982361","","","","","","","","","","","",""
"937","303","303","303","0.8344908356666565","0.8344908356666565","0.8344908356666565","","","","","","","","","","","",""
"938","311","311","311","0.8376135230064392","0.8376135230064392","0.8376135230064392","","","","","","","","","","","",""
"939","319","319","319","0.8348938226699829","0.8348938226699829","0.8348938226699829","","","","","","","","","","","",""
"940","327","327","327","0.8337849974632263","0.8337849974632263","0.8337849974632263","","","","","","","","","","","",""
"941","335","335","335","0.8351841568946838","0.8351841568946838","0.8351841568946838","","","","","","","","","","","",""
"942","343","343","343","0.8366803526878357","0.8366803526878357","0.8366803526878357","","","","","","","","","","","",""
"943","351","351","351","0.8386850357055664","0.8386850357055664","0.8386850357055664","","","","","","","","","","","",""
"944","359","359","359","0.8375303745269775","0.8375303745269775","0.8375303745269775","","","","","","","","","","","",""
"945","367","367","367","0.8355348706245422","0.8355348706245422","0.8355348706245422","","","","","","","","","","","",""
"946","375","375","375","0.833875298500061","0.833875298500061","0.833875298500061","","","","","","","","","","","",""
"947","383","383","383","0.8365197777748108","0.8365197777748108","0.8365197777748108","","","","","","","","","","","",""
"948","391","391","391","0.838028609752655","0.838028609752655","0.838028609752655","","","","","","","","","","","",""
"949","399","399","399","0.8391646146774292","0.8391646146774292","0.8391646146774292","","","","","","","","","","","",""
"950","407","407","407","0.8393381834030151","0.8393381834030151","0.8393381834030151","","","","","","","","","","","",""
"951","415","415","415","0.8390271663665771","0.8390271663665771","0.8390271663665771","","","","","","","","","","","",""
"952","423","423","423","0.8368352651596069","0.8368352651596069","0.8368352651596069","","","","","","","","","","","",""
"953","431","431","431","0.8384243845939636","0.8384243845939636","0.8384243845939636","","","","","","","","","","","",""
"954","439","439","439","0.8380253911018372","0.8380253911018372","0.8380253911018372","","","","","","","","","","","",""
"955","447","447","447","0.8395769000053406","0.8395769000053406","0.8395769000053406","","","","","","","","","","","",""
"956","455","455","455","0.8395798206329346","0.8395798206329346","0.8395798206329346","","","","","","","","","","","",""
"957","463","463","463","0.8421388864517212","0.8421388864517212","0.8421388864517212","","","","","","","","","","","",""
"958","471","471","471","0.8436082601547241","0.8436082601547241","0.8436082601547241","","","","","","","","","","","",""
"959","479","479","479","0.8439202308654785","0.8439202308654785","0.8439202308654785","","","","","","","","","","","",""
"960","487","487","487","0.8436631560325623","0.8436631560325623","0.8436631560325623","","","","","","","","","","","",""
"961","495","495","495","0.8456084728240967","0.8456084728240967","0.8456084728240967","","","","","","","","","","","",""
"962","503","503","503","0.843155026435852","0.843155026435852","0.843155026435852","","","","","","","","","","","",""
"963","511","511","511","0.8436458706855774","0.8436458706855774","0.8436458706855774","","","","","","","","","","","",""
"964","519","519","519","0.8446874618530273","0.8446874618530273","0.8446874618530273","","","","","","","","","","","",""
"965","527","527","527","0.8449187278747559","0.8449187278747559","0.8449187278747559","","","","","","","","","","","",""
"966","535","535","535","0.8444179892539978","0.8444179892539978","0.8444179892539978","","","","","","","","","","","",""
"967","543","543","543","0.8453509211540222","0.8453509211540222","0.8453509211540222","","","","","","","","","","","",""
"968","551","551","551","0.8443873524665833","0.8443873524665833","0.8443873524665833","","","","","","","","","","","",""
"969","559","559","559","0.8443015217781067","0.8443015217781067","0.8443015217781067","","","","","","","","","","","",""
"970","567","567","567","0.844208300113678","0.844208300113678","0.844208300113678","","","","","","","","","","","",""
"971","575","575","575","0.8446293473243713","0.8446293473243713","0.8446293473243713","","","","","","","","","","","",""
"972","583","583","583","0.8481500744819641","0.8481500744819641","0.8481500744819641","","","","","","","","","","","",""
"973","591","591","591","0.8484624028205872","0.8484624028205872","0.8484624028205872","","","","","","","","","","","",""
"974","599","599","599","0.8484907746315002","0.8484907746315002","0.8484907746315002","","","","","","","","","","","",""
"975","607","607","607","0.8477581143379211","0.8477581143379211","0.8477581143379211","","","","","","","","","","","",""
"976","615","615","615","0.849886953830719","0.849886953830719","0.849886953830719","","","","","","","","","","","",""
"977","623","623","623","0.8466362953186035","0.8466362953186035","0.8466362953186035","","","","","","","","","","","",""
"978","631","631","631","0.8471965789794922","0.8471965789794922","0.8471965789794922","","","","","","","","","","","",""
"979","639","639","639","0.8509576320648193","0.8509576320648193","0.8509576320648193","","","","","","","","","","","",""
"980","647","647","647","0.8527474999427795","0.8527474999427795","0.8527474999427795","","","","","","","","","","","",""
"981","655","655","655","0.8513962626457214","0.8513962626457214","0.8513962626457214","","","","","","","","","","","",""
"982","663","663","663","0.8512281179428101","0.8512281179428101","0.8512281179428101","","","","","","","","","","","",""
"983","671","671","671","0.850434422492981","0.850434422492981","0.850434422492981","","","","","","","","","","","",""
"984","679","679","679","0.855172872543335","0.855172872543335","0.855172872543335","","","","","","","","","","","",""
"985","687","687","687","0.8530009388923645","0.8530009388923645","0.8530009388923645","","","","","","","","","","","",""
"986","695","695","695","0.8555934429168701","0.8555934429168701","0.8555934429168701","","","","","","","","","","","",""
"987","703","703","703","0.8543715476989746","0.8543715476989746","0.8543715476989746","","","","","","","","","","","",""
"988","711","711","711","0.8553574085235596","0.8553574085235596","0.8553574085235596","","","","","","","","","","","",""
"989","719","719","719","0.8547455072402954","0.8547455072402954","0.8547455072402954","","","","","","","","","","","",""
"990","727","727","727","0.8546851873397827","0.8546851873397827","0.8546851873397827","","","","","","","","","","","",""
"991","735","735","735","0.8536279201507568","0.8536279201507568","0.8536279201507568","","","","","","","","","","","",""
"992","743","743","743","0.855263352394104","0.855263352394104","0.855263352394104","","","","","","","","","","","",""
"993","751","751","751","0.8529972434043884","0.8529972434043884","0.8529972434043884","","","","","","","","","","","",""
"994","759","759","759","0.8552708029747009","0.8552708029747009","0.8552708029747009","","","","","","","","","","","",""
"995","767","767","767","0.8566722273826599","0.8566722273826599","0.8566722273826599","","","","","","","","","","","",""
"996","775","775","775","0.8559430241584778","0.8559430241584778","0.8559430241584778","","","","","","","","","","","",""
"997","783","783","783","0.8565505146980286","0.8565505146980286","0.8565505146980286","","","","","","","","","","","",""
"998","791","791","791","0.8577571511268616","0.8577571511268616","0.8577571511268616","","","","","","","","","","","",""
"999","799","799","799","0.8586223721504211","0.8586223721504211","0.8586223721504211","","","","","","","","","","","",""
"1000","807","807","807","0.8598321080207825","0.8598321080207825","0.8598321080207825","","","","","","","","","","","",""
"1001","815","815","815","0.8577475547790527","0.8577475547790527","0.8577475547790527","","","","","","","","","","","",""
"1002","823","823","823","0.8579180240631104","0.8579180240631104","0.8579180240631104","","","","","","","","","","","",""
"1003","831","831","831","0.8575852513313293","0.8575852513313293","0.8575852513313293","","","","","","","","","","","",""
